"","Регион","Месяц","Квартал","Индекс потребительской активности","Доля безналичных платежей","Количество внутренних туристов","Всего одобренных заявок","Доля онлайн-заявок","Доля заявок в офисе банка","Всего ипотечных сделок","Доля сделок, первичка","Доля сделок, вторичка","Среднемесячная заработная плата","Число активных абонентов беспроводного доступа к сети","Уровень безработицы населения"
"712","Сахалинская область","Апрель","Квартал 2",52.5,56.3,-59.84,"100 - 500",0.66,0.34,"100 - 500",0.31,0.67,86435.7,937,5.5
"713","Сахалинская область","Май","Квартал 2",59,59,-53.12,"100 - 500",0.62,0.38,"100 - 500",0.44,0.53,95156.8,937,5.5
"714","Сахалинская область","Июнь","Квартал 2",66.5,58.1,-53.97,"500 - 1 000",0.56,0.44,"100 - 500",0.4,0.56,94449.2,937,5.5
"715","Сахалинская область","Июль","Квартал 3",70,57.8,-32.55,"500 - 1 000",0.58,0.42,"100 - 500",0.36,0.61,93531.1,925,5.7
"716","Сахалинская область","Август","Квартал 3",67,59.7,-8.94,"500 - 1 000",0.57,0.43,"100 - 500",0.36,0.61,86832.8,925,5.7
"717","Сахалинская область","Сентябрь","Квартал 3",70,58.6,-3.56,"500 - 1 000",0.56,0.44,"100 - 500",0.29,0.64,85730.8,925,5.7
"718","Сахалинская область","Октябрь","Квартал 4",68,60.2,-17.11,"500 - 1 000",0.57,0.43,"100 - 500",0.24,0.69,87499.8,935,5.6
"719","Сахалинская область","Ноябрь","Квартал 4",62.5,61.6,-24.3,"500 - 1 000",0.64,0.36,"100 - 500",0.2,0.74,85887.3,935,5.6
"720","Сахалинская область","Декабрь","Квартал 4",69,60.2,-18.39,"500 - 1 000",0.58,0.42,"100 - 500",0.16,0.79,113282.8,935,5.6
"721","Свердловская область","Январь","Квартал 1",69,57.3,15.99,"1 000 - 5 000",0.4,0.6,"> 1 000",0.2,0.76,41080,7975,4.6
"722","Свердловская область","Февраль","Квартал 1",74,54.5,18.75,"1 000 - 5 000",0.34,0.66,"> 1 000",0.15,0.81,40941.1,7975,4.6
"723","Свердловская область","Март","Квартал 1",74,56.6,-4.67,"1 000 - 5 000",0.35,0.65,"> 1 000",0.15,0.81,42066.5,7975,4.6
"724","Свердловская область","Апрель","Квартал 2",45,56.2,-61.38,"1 000 - 5 000",0.48,0.52,"> 1 000",0.13,0.83,41114.3,8591,6.8
"725","Свердловская область","Май","Квартал 2",56,56.7,-52.65,"1 000 - 5 000",0.46,0.54,"> 1 000",0.3,0.67,44012.2,8591,6.8
"726","Свердловская область","Июнь","Квартал 2",65.5,55.8,-29.49,"5 000 - 10 000",0.41,0.59,"> 1 000",0.32,0.65,43900.8,8591,6.8
"727","Свердловская область","Июль","Квартал 3",71,56.3,-26.54,"5 000 - 10 000",0.46,0.54,"> 1 000",0.33,0.64,41649.9,12946,6.2
"728","Свердловская область","Август","Квартал 3",73,58,-5.05,"5 000 - 10 000",0.48,0.52,"> 1 000",0.35,0.62,41199.1,12946,6.2
"729","Свердловская область","Сентябрь","Квартал 3",76.5,57.6,-9.29,"5 000 - 10 000",0.46,0.54,"> 1 000",0.3,0.66,42241.4,12946,6.2
"730","Свердловская область","Октябрь","Квартал 4",76,58.7,-35.51,"5 000 - 10 000",0.5,0.5,"> 1 000",0.25,0.7,42630.1,13372,5.6
"731","Свердловская область","Ноябрь","Квартал 4",68.5,60.3,-42.01,"5 000 - 10 000",0.49,0.51,"> 1 000",0.21,0.74,42537.1,13372,5.6
"732","Свердловская область","Декабрь","Квартал 4",69,59.7,-35.48,"5 000 - 10 000",0.47,0.53,"> 1 000",0.22,0.75,54298.3,13372,5.6
"733","Смоленская область","Январь","Квартал 1",63,50.1,15.26,"500 - 1 000",0.29,0.71,"100 - 500",0.24,0.74,31662.8,462,4.8
"734","Смоленская область","Февраль","Квартал 1",65,46.4,16.75,"500 - 1 000",0.24,0.76,"100 - 500",0.18,0.79,30725,462,4.8
"735","Смоленская область","Март","Квартал 1",65,47.3,9.88,"500 - 1 000",0.27,0.73,"100 - 500",0.16,0.82,31731.1,462,4.8
"736","Смоленская область","Апрель","Квартал 2",51.5,49.2,-33.41,"100 - 500",0.49,0.51,"100 - 500",0.18,0.79,31862.9,464,5.3
"737","Смоленская область","Май","Квартал 2",57,50.6,-38.87,"500 - 1 000",0.43,0.57,"100 - 500",0.31,0.68,32832.8,464,5.3
"738","Смоленская область","Июнь","Квартал 2",68,48.2,9.96,"500 - 1 000",0.34,0.66,"100 - 500",0.32,0.66,34578.4,464,5.3
"739","Смоленская область","Июль","Квартал 3",68,47.4,-1.79,"1 000 - 5 000",0.35,0.65,"100 - 500",0.28,0.68,32983.6,464,5.5
"740","Смоленская область","Август","Квартал 3",70,49.2,9.95,"1 000 - 5 000",0.35,0.65,"500 - 1 000",0.31,0.67,31374.4,464,5.5
"741","Смоленская область","Сентябрь","Квартал 3",73,48.3,2.82,"1 000 - 5 000",0.35,0.65,"500 - 1 000",0.29,0.68,32655.4,464,5.5
"742","Смоленская область","Октябрь","Квартал 4",71,48.7,0.57,"1 000 - 5 000",0.34,0.66,"500 - 1 000",0.25,0.71,32597.5,431,5.6
"743","Смоленская область","Ноябрь","Квартал 4",66,50.9,-19.45,"500 - 1 000",0.32,0.68,"500 - 1 000",0.23,0.72,31811.7,431,5.6
"744","Смоленская область","Декабрь","Квартал 4",67,49,-11.19,"500 - 1 000",0.34,0.66,"500 - 1 000",0.22,0.73,41718.2,431,5.6
"745","Ставропольский край","Январь","Квартал 1",56,46.6,27.08,"1 000 - 5 000",0.28,0.72,"500 - 1 000",0.19,0.78,32327.9,1346,4.4
"746","Ставропольский край","Февраль","Квартал 1",65,43.5,29.27,"1 000 - 5 000",0.25,0.75,"500 - 1 000",0.17,0.81,30848.7,1346,4.4
"747","Ставропольский край","Март","Квартал 1",62,43.9,15.93,"1 000 - 5 000",0.27,0.73,"500 - 1 000",0.16,0.81,32526.7,1346,4.4
"748","Ставропольский край","Апрель","Квартал 2",46,47.4,-56.66,"500 - 1 000",0.44,0.56,"500 - 1 000",0.13,0.86,31087.6,1319,6.1
"749","Ставропольский край","Май","Квартал 2",56,44.3,-63.71,"1 000 - 5 000",0.38,0.62,"500 - 1 000",0.29,0.69,33321,1319,6.1
"750","Ставропольский край","Июнь","Квартал 2",67,42.4,-21.95,"1 000 - 5 000",0.34,0.66,"> 1 000",0.3,0.67,34700.6,1319,6.1
"751","Ставропольский край","Июль","Квартал 3",71,42.2,11.77,"1 000 - 5 000",0.39,0.61,"> 1 000",0.25,0.72,34441.1,1446,7
"752","Ставропольский край","Август","Квартал 3",69,44.3,19.13,"1 000 - 5 000",0.39,0.61,"> 1 000",0.22,0.75,33009.5,1446,7
"753","Ставропольский край","Сентябрь","Квартал 3",71.5,45,23.22,"1 000 - 5 000",0.38,0.62,"> 1 000",0.22,0.75,32579.9,1446,7
"754","Ставропольский край","Октябрь","Квартал 4",72,45.5,-8.15,"1 000 - 5 000",0.41,0.59,"> 1 000",0.23,0.75,33681.7,1537,7.2
"755","Ставропольский край","Ноябрь","Квартал 4",62.5,48.2,-20.23,"1 000 - 5 000",0.43,0.57,"> 1 000",0.19,0.78,32892.8,1537,7.2
"756","Ставропольский край","Декабрь","Квартал 4",68,46.7,-13.35,"1 000 - 5 000",0.45,0.55,"> 1 000",0.19,0.78,44650.6,1537,7.2
"757","Тамбовская область","Январь","Квартал 1",61,47.9,18.82,"500 - 1 000",0.2,0.8,"100 - 500",0.16,0.81,28099.6,678,3.9
"758","Тамбовская область","Февраль","Квартал 1",68,43.4,18.63,"500 - 1 000",0.18,0.82,"100 - 500",0.16,0.82,27685.7,678,3.9
"759","Тамбовская область","Март","Квартал 1",66,44.1,17.97,"500 - 1 000",0.23,0.77,"100 - 500",0.19,0.79,29857.6,678,3.9
"760","Тамбовская область","Апрель","Квартал 2",49,46.5,-33.91,"100 - 500",0.4,0.6,"100 - 500",0.1,0.86,29804,1039,4.8
"761","Тамбовская область","Май","Квартал 2",56,46.4,-40.42,"500 - 1 000",0.33,0.67,"100 - 500",0.17,0.79,31001.6,1039,4.8
"762","Тамбовская область","Июнь","Квартал 2",65,44.8,14.17,"500 - 1 000",0.25,0.75,"100 - 500",0.24,0.7,31405.5,1039,4.8
"763","Тамбовская область","Июль","Квартал 3",71,45.5,8.36,"500 - 1 000",0.31,0.69,"100 - 500",0.23,0.73,30491.3,1074,5
"764","Тамбовская область","Август","Квартал 3",69,46.7,19.98,"500 - 1 000",0.28,0.72,"100 - 500",0.19,0.79,29894.7,1074,5
"765","Тамбовская область","Сентябрь","Квартал 3",74,47,11.41,"500 - 1 000",0.28,0.72,"500 - 1 000",0.18,0.78,30438.6,1074,5
"766","Тамбовская область","Октябрь","Квартал 4",69,48.3,9.43,"500 - 1 000",0.3,0.7,"500 - 1 000",0.21,0.76,30778.7,1079,4.6
"767","Тамбовская область","Ноябрь","Квартал 4",65.5,50.1,-15.91,"500 - 1 000",0.29,0.71,"500 - 1 000",0.25,0.71,30082.2,1079,4.6
"768","Тамбовская область","Декабрь","Квартал 4",70,47.7,-4.03,"500 - 1 000",0.31,0.69,"500 - 1 000",0.2,0.76,37267.7,1079,4.6
"769","Тверская область","Январь","Квартал 1",58,53.5,31.81,"500 - 1 000",0.25,0.75,"100 - 500",0.15,0.82,33559.9,4953,4.1
"770","Тверская область","Февраль","Квартал 1",65,49.3,30.62,"500 - 1 000",0.25,0.75,"500 - 1 000",0.14,0.84,33250.2,4953,4.1
"771","Тверская область","Март","Квартал 1",68,50.9,32.68,"1 000 - 5 000",0.25,0.75,"500 - 1 000",0.19,0.81,34258.1,4953,4.1
"772","Тверская область","Апрель","Квартал 2",50.5,52.5,-5.47,"500 - 1 000",0.44,0.56,"100 - 500",0.1,0.89,34642.8,6190,4.3
"773","Тверская область","Май","Квартал 2",58,53.8,-8.14,"500 - 1 000",0.38,0.62,"100 - 500",0.25,0.74,35613.7,6190,4.3
"774","Тверская область","Июнь","Квартал 2",73.5,52.1,32.68,"1 000 - 5 000",0.35,0.65,"500 - 1 000",0.27,0.72,37443.2,6190,4.3
"775","Тверская область","Июль","Квартал 3",76,51.4,29.18,"1 000 - 5 000",0.39,0.61,"500 - 1 000",0.25,0.73,33392.1,6905,4.6
"776","Тверская область","Август","Квартал 3",78,53.6,52.54,"1 000 - 5 000",0.38,0.62,"500 - 1 000",0.24,0.73,32064.9,6905,4.6
"777","Тверская область","Сентябрь","Квартал 3",81.5,53.4,26.78,"1 000 - 5 000",0.37,0.63,"> 1 000",0.19,0.79,33354.7,6905,4.6
"778","Тверская область","Октябрь","Квартал 4",79,54.7,33.91,"1 000 - 5 000",0.39,0.61,"> 1 000",0.22,0.76,34179.8,7223,4.8
"779","Тверская область","Ноябрь","Квартал 4",72,56.4,8.92,"1 000 - 5 000",0.41,0.59,"500 - 1 000",0.19,0.78,33736.2,7223,4.8
"780","Тверская область","Декабрь","Квартал 4",74,54.1,7.03,"1 000 - 5 000",0.45,0.55,"500 - 1 000",0.16,0.82,42772.7,7223,4.8
"781","Томская область","Январь","Квартал 1",60,59.1,8.68,"500 - 1 000",0.48,0.52,"100 - 500",0.03,0.91,43277.4,101,6
"782","Томская область","Февраль","Квартал 1",67,56.7,18.23,"500 - 1 000",0.46,0.54,"100 - 500",0.01,0.96,42612,101,6
"783","Томская область","Март","Квартал 1",67,58.1,-6.05,"500 - 1 000",0.42,0.58,"100 - 500",0.03,0.91,45516.6,101,6
"784","Томская область","Апрель","Квартал 2",55.5,57.6,-57.74,"500 - 1 000",0.54,0.46,"100 - 500",0.04,0.92,48360.6,97,9.7
"785","Томская область","Май","Квартал 2",63,59.3,-58.31,"500 - 1 000",0.52,0.48,"100 - 500",0.09,0.9,48802.1,97,9.7
"786","Томская область","Июнь","Квартал 2",70,57.2,-27.42,"1 000 - 5 000",0.46,0.54,"100 - 500",0.09,0.89,52011.3,97,9.7
"787","Томская область","Июль","Квартал 3",70,57.3,-14.25,"1 000 - 5 000",0.49,0.51,"500 - 1 000",0.09,0.88,46722.9,103,10
"788","Томская область","Август","Квартал 3",71,59.2,-1.76,"1 000 - 5 000",0.53,0.47,"500 - 1 000",0.09,0.87,45117.8,103,10
"789","Томская область","Сентябрь","Квартал 3",72.5,59.5,-8.92,"1 000 - 5 000",0.5,0.5,"500 - 1 000",0.09,0.84,46779.6,103,10
"790","Томская область","Октябрь","Квартал 4",72,60.3,-36.92,"1 000 - 5 000",0.52,0.48,"500 - 1 000",0.05,0.89,44699.1,84,8.9
"791","Томская область","Ноябрь","Квартал 4",63,62.6,-44.78,"1 000 - 5 000",0.54,0.46,"500 - 1 000",0.05,0.91,45415.8,84,8.9
"792","Томская область","Декабрь","Квартал 4",67,61.7,-37.2,"1 000 - 5 000",0.51,0.49,"500 - 1 000",0.06,0.89,58847.7,84,8.9
"793","Тульская область","Январь","Квартал 1",59,51.8,15.55,"500 - 1 000",0.24,0.76,"100 - 500",0.2,0.78,37831.5,1067,3.8
"794","Тульская область","Февраль","Квартал 1",62,48.1,17.73,"500 - 1 000",0.2,0.8,"500 - 1 000",0.11,0.87,37524.8,1067,3.8
"795","Тульская область","Март","Квартал 1",65,50.4,18.88,"1 000 - 5 000",0.21,0.79,"100 - 500",0.13,0.85,39144.1,1067,3.8
"796","Тульская область","Апрель","Квартал 2",47.5,51,-16.77,"500 - 1 000",0.38,0.62,"100 - 500",0.11,0.88,37798.5,1046,4.5
"797","Тульская область","Май","Квартал 2",56,52.4,-28.03,"500 - 1 000",0.33,0.67,"100 - 500",0.34,0.65,39999.4,1046,4.5
"798","Тульская область","Июнь","Квартал 2",67.5,51,20.09,"1 000 - 5 000",0.28,0.72,"500 - 1 000",0.28,0.71,41047.5,1046,4.5
"799","Тульская область","Июль","Квартал 3",72,50.2,22.12,"1 000 - 5 000",0.32,0.68,"500 - 1 000",0.22,0.76,40764.7,1036,5.3
"800","Тульская область","Август","Квартал 3",72,52,40.44,"1 000 - 5 000",0.34,0.66,"500 - 1 000",0.24,0.74,38759.5,1036,5.3
"801","Тульская область","Сентябрь","Квартал 3",74,51.2,21.43,"1 000 - 5 000",0.33,0.67,"500 - 1 000",0.2,0.77,39092.7,1036,5.3
"802","Тульская область","Октябрь","Квартал 4",73,52.5,31.82,"1 000 - 5 000",0.35,0.65,"500 - 1 000",0.26,0.71,38889.6,956,4.2
"803","Тульская область","Ноябрь","Квартал 4",64.5,54.7,7.87,"1 000 - 5 000",0.35,0.65,"500 - 1 000",0.17,0.8,38013.9,956,4.2
"804","Тульская область","Декабрь","Квартал 4",69,53.2,10.28,"1 000 - 5 000",0.38,0.62,"500 - 1 000",0.2,0.76,49280.3,956,4.2
"805","Тюменская область","Январь","Квартал 1",74,60.4,13.44,"1 000 - 5 000",0.34,0.66,"500 - 1 000",0.17,0.78,45331.7,2997,4.2
"806","Тюменская область","Февраль","Квартал 1",79,57.9,14.66,"1 000 - 5 000",0.28,0.72,"500 - 1 000",0.18,0.78,48989,2997,4.2
"807","Тюменская область","Март","Квартал 1",77,59.5,7.4,"1 000 - 5 000",0.26,0.74,"500 - 1 000",0.18,0.78,51524.9,2997,4.2
"808","Тюменская область","Апрель","Квартал 2",51,57.6,-50.77,"1 000 - 5 000",0.4,0.6,"500 - 1 000",0.11,0.86,49862.5,3060,5
"809","Тюменская область","Май","Квартал 2",63,59.6,-46.34,"1 000 - 5 000",0.34,0.66,"500 - 1 000",0.27,0.72,49993.8,3060,5
"810","Тюменская область","Июнь","Квартал 2",73.5,58.8,-21.16,"1 000 - 5 000",0.3,0.7,"> 1 000",0.34,0.64,51452.1,3060,5
"811","Тюменская область","Июль","Квартал 3",83,59.4,-17.94,"1 000 - 5 000",0.39,0.61,"> 1 000",0.37,0.62,49253.9,2994,5.2
"812","Тюменская область","Август","Квартал 3",80,60.9,-4.5,"1 000 - 5 000",0.43,0.57,"> 1 000",0.34,0.64,47146,2994,5.2
"813","Тюменская область","Сентябрь","Квартал 3",82.5,60.3,-6.92,"1 000 - 5 000",0.39,0.61,"> 1 000",0.3,0.66,47887,2994,5.2
"814","Тюменская область","Октябрь","Квартал 4",79,61.1,-29.92,"1 000 - 5 000",0.44,0.56,"> 1 000",0.26,0.69,48417.7,3092,4.9
"815","Тюменская область","Ноябрь","Квартал 4",65,62.8,-31.32,"1 000 - 5 000",0.47,0.53,"> 1 000",0.24,0.71,48653.2,3092,4.9
"816","Тюменская область","Декабрь","Квартал 4",72,62,-32.6,"1 000 - 5 000",0.45,0.55,"> 1 000",0.2,0.75,67660.5,3092,4.9
"817","Удмуртская Республика","Январь","Квартал 1",63,57.9,10.64,"1 000 - 5 000",0.28,0.72,"500 - 1 000",0.18,0.79,33974,348,5.1
"818","Удмуртская Республика","Февраль","Квартал 1",67,55,17.46,"1 000 - 5 000",0.23,0.77,"500 - 1 000",0.18,0.8,33833.5,348,5.1
"819","Удмуртская Республика","Март","Квартал 1",68,56.3,6.06,"1 000 - 5 000",0.26,0.74,"500 - 1 000",0.16,0.8,34772.7,348,5.1
"820","Удмуртская Республика","Апрель","Квартал 2",49.5,56.1,-53.89,"500 - 1 000",0.47,0.53,"500 - 1 000",0.13,0.84,34956.7,328,7.4
"821","Удмуртская Республика","Май","Квартал 2",56,58,-51.52,"1 000 - 5 000",0.39,0.61,"500 - 1 000",0.36,0.61,37341.5,328,7.4
"822","Удмуртская Республика","Июнь","Квартал 2",69,56.2,-19.16,"1 000 - 5 000",0.34,0.66,"500 - 1 000",0.45,0.53,38074.7,328,7.4
"823","Удмуртская Республика","Июль","Квартал 3",71,56.1,-8.33,"1 000 - 5 000",0.34,0.66,"> 1 000",0.35,0.63,34884.3,308,6.6
"824","Удмуртская Республика","Август","Квартал 3",70,57.8,17.15,"1 000 - 5 000",0.34,0.66,"> 1 000",0.37,0.6,34653.5,308,6.6
"825","Удмуртская Республика","Сентябрь","Квартал 3",70,57.1,-1.15,"1 000 - 5 000",0.32,0.68,"> 1 000",0.33,0.63,35189.8,308,6.6
"826","Удмуртская Республика","Октябрь","Квартал 4",69,58.4,-25.78,"1 000 - 5 000",0.4,0.6,"> 1 000",0.32,0.65,35036.2,325,6
"827","Удмуртская Республика","Ноябрь","Квартал 4",71,60.4,-35.19,"1 000 - 5 000",0.38,0.62,"> 1 000",0.26,0.69,35033.7,325,6
"828","Удмуртская Республика","Декабрь","Квартал 4",73,58.9,-22.56,"1 000 - 5 000",0.4,0.6,"> 1 000",0.26,0.7,43570,325,6
"829","Ульяновская область","Январь","Квартал 1",54,48,14.72,"500 - 1 000",0.26,0.74,"100 - 500",0.24,0.72,30707.2,429,4
"830","Ульяновская область","Февраль","Квартал 1",59,45.3,21,"500 - 1 000",0.26,0.74,"100 - 500",0.23,0.75,29566,429,4
"831","Ульяновская область","Март","Квартал 1",61,46.7,12.13,"1 000 - 5 000",0.27,0.73,"500 - 1 000",0.16,0.82,31516.8,429,4
"832","Ульяновская область","Апрель","Квартал 2",45,47,-47.88,"500 - 1 000",0.4,0.6,"100 - 500",0.19,0.79,31324.8,469,5.5
"833","Ульяновская область","Май","Квартал 2",57,48.5,-41.47,"1 000 - 5 000",0.36,0.64,"100 - 500",0.36,0.62,32567.1,469,5.5
"834","Ульяновская область","Июнь","Квартал 2",61.5,46.8,1.41,"1 000 - 5 000",0.3,0.7,"500 - 1 000",0.36,0.62,33522.1,469,5.5
"835","Ульяновская область","Июль","Квартал 3",69,47.5,-1.72,"1 000 - 5 000",0.31,0.69,"500 - 1 000",0.31,0.66,32586.5,472,5.2
"836","Ульяновская область","Август","Квартал 3",65,49.4,14.58,"1 000 - 5 000",0.33,0.67,"500 - 1 000",0.34,0.64,31376.2,472,5.2
"837","Ульяновская область","Сентябрь","Квартал 3",66.5,48.6,8.78,"1 000 - 5 000",0.36,0.64,"> 1 000",0.24,0.73,32086.6,472,5.2
"838","Ульяновская область","Октябрь","Квартал 4",65,49.7,-22.39,"1 000 - 5 000",0.36,0.64,"> 1 000",0.22,0.75,32369.8,481,4.9
"839","Ульяновская область","Ноябрь","Квартал 4",62,51.6,-28.42,"1 000 - 5 000",0.4,0.6,"> 1 000",0.22,0.75,32911.9,481,4.9
"840","Ульяновская область","Декабрь","Квартал 4",63,49.6,-22.64,"1 000 - 5 000",0.36,0.64,"> 1 000",0.27,0.7,41241.6,481,4.9
"841","Хабаровский край","Январь","Квартал 1",67,58.3,7.64,"1 000 - 5 000",0.44,0.56,"100 - 500",0.3,0.65,49779.2,1150,3
"842","Хабаровский край","Февраль","Квартал 1",73,55.9,8.14,"1 000 - 5 000",0.41,0.59,"500 - 1 000",0.23,0.74,49890.6,1150,3
"843","Хабаровский край","Март","Квартал 1",73,58.1,4.43,"1 000 - 5 000",0.38,0.62,"500 - 1 000",0.14,0.83,51595.1,1150,3
"844","Хабаровский край","Апрель","Квартал 2",57.5,55.3,-57.59,"500 - 1 000",0.53,0.47,"500 - 1 000",0.11,0.86,51088.7,1161,4.1
"845","Хабаровский край","Май","Квартал 2",63,57.2,-53.08,"1 000 - 5 000",0.5,0.5,"500 - 1 000",0.21,0.74,54567.9,1161,4.1
"846","Хабаровский край","Июнь","Квартал 2",70,55.5,-32.95,"1 000 - 5 000",0.45,0.55,"500 - 1 000",0.25,0.72,54996.6,1161,4.1
"847","Хабаровский край","Июль","Квартал 3",77,55.5,-14.48,"1 000 - 5 000",0.49,0.51,"500 - 1 000",0.23,0.73,50705.5,1118,4.3
"848","Хабаровский край","Август","Квартал 3",75,57.9,-0.15,"1 000 - 5 000",0.48,0.52,"500 - 1 000",0.2,0.77,47054.3,1118,4.3
"849","Хабаровский край","Сентябрь","Квартал 3",80,57.9,-7.53,"1 000 - 5 000",0.48,0.52,"> 1 000",0.21,0.74,50416,1118,4.3
"850","Хабаровский край","Октябрь","Квартал 4",79,59.2,-21.36,"1 000 - 5 000",0.55,0.45,"> 1 000",0.21,0.73,51973.3,1116,4.6
"851","Хабаровский край","Ноябрь","Квартал 4",67.5,61.5,-35.69,"1 000 - 5 000",0.55,0.45,"> 1 000",0.19,0.76,49833.8,1116,4.6
"852","Хабаровский край","Декабрь","Квартал 4",70,60,-23.67,"1 000 - 5 000",0.55,0.45,"> 1 000",0.19,0.77,66480.7,1116,4.6
"853","Ханты-Мансийский АО - Югра","Январь","Квартал 1",59,55.2,-1.44,"1 000 - 5 000",0.35,0.65,"500 - 1 000",0.13,0.83,69516.2,7469,2.5
"854","Ханты-Мансийский АО - Югра","Февраль","Квартал 1",65,53.4,3,"1 000 - 5 000",0.28,0.72,"500 - 1 000",0.12,0.83,72049.6,7469,2.5
"855","Ханты-Мансийский АО - Югра","Март","Квартал 1",65,55.1,-0.63,"1 000 - 5 000",0.31,0.69,"500 - 1 000",0.14,0.84,77969.6,7469,2.5
"856","Ханты-Мансийский АО - Югра","Апрель","Квартал 2",50,55.1,-40.37,"1 000 - 5 000",0.44,0.56,"500 - 1 000",0.12,0.85,73349,8406,2.8
"857","Ханты-Мансийский АО - Югра","Май","Квартал 2",66,54.6,-29.97,"1 000 - 5 000",0.38,0.62,"500 - 1 000",0.29,0.69,89603.1,8406,2.8
"858","Ханты-Мансийский АО - Югра","Июнь","Квартал 2",68,54.6,-6.69,"1 000 - 5 000",0.36,0.64,"> 1 000",0.29,0.69,83854.5,8406,2.8
"859","Ханты-Мансийский АО - Югра","Июль","Квартал 3",74,55.3,-18.45,"1 000 - 5 000",0.4,0.6,"> 1 000",0.24,0.74,76072,8839,3.4
"860","Ханты-Мансийский АО - Югра","Август","Квартал 3",72,57.1,-4.57,"1 000 - 5 000",0.41,0.59,"> 1 000",0.27,0.69,71947.5,8839,3.4
"861","Ханты-Мансийский АО - Югра","Сентябрь","Квартал 3",72,56.4,-0.21,"1 000 - 5 000",0.4,0.6,"> 1 000",0.26,0.69,79628.4,8839,3.4
"862","Ханты-Мансийский АО - Югра","Октябрь","Квартал 4",68,58,-26.42,"1 000 - 5 000",0.44,0.56,"> 1 000",0.23,0.71,69536.1,9798,3.2
"863","Ханты-Мансийский АО - Югра","Ноябрь","Квартал 4",59,59.8,-31.53,"1 000 - 5 000",0.44,0.56,"> 1 000",0.21,0.74,69722.5,9798,3.2
"864","Ханты-Мансийский АО - Югра","Декабрь","Квартал 4",65,59.3,-31.28,"1 000 - 5 000",0.45,0.55,"> 1 000",0.22,0.74,112294.8,9798,3.2
"865","Челябинская область","Январь","Квартал 1",58,49.6,10.89,"1 000 - 5 000",0.34,0.66,"500 - 1 000",0.09,0.86,36351.3,4326,4.9
"866","Челябинская область","Февраль","Квартал 1",62,46.9,15.87,"1 000 - 5 000",0.3,0.7,"> 1 000",0.09,0.87,36357.1,4326,4.9
"867","Челябинская область","Март","Квартал 1",64,49.3,4.67,"1 000 - 5 000",0.32,0.68,"> 1 000",0.1,0.85,39409.6,4326,4.9
"868","Челябинская область","Апрель","Квартал 2",50,48.1,-46.7,"1 000 - 5 000",0.46,0.54,"> 1 000",0.09,0.87,37887.4,4627,6.8
"869","Челябинская область","Май","Квартал 2",60,49.1,-31.56,"1 000 - 5 000",0.43,0.57,"> 1 000",0.17,0.8,39734.6,4627,6.8
"870","Челябинская область","Июнь","Квартал 2",68,48.5,-1.36,"1 000 - 5 000",0.36,0.64,"> 1 000",0.19,0.77,41022.6,4627,6.8
"871","Челябинская область","Июль","Квартал 3",72,49,-1.48,"1 000 - 5 000",0.42,0.58,"> 1 000",0.19,0.77,36902,4980,8
"872","Челябинская область","Август","Квартал 3",69,50.6,5.12,"1 000 - 5 000",0.43,0.57,"> 1 000",0.2,0.75,35670.4,4980,8
"873","Челябинская область","Сентябрь","Квартал 3",69.5,50.1,-0.35,"1 000 - 5 000",0.41,0.59,"> 1 000",0.17,0.79,38005.1,4980,8
"874","Челябинская область","Октябрь","Квартал 4",69,51,-26.2,"1 000 - 5 000",0.42,0.58,"> 1 000",0.14,0.81,37272.1,5477,7.5
"875","Челябинская область","Ноябрь","Квартал 4",60,53,-29.56,"1 000 - 5 000",0.45,0.55,"> 1 000",0.12,0.84,36801.5,5477,7.5
"876","Челябинская область","Декабрь","Квартал 4",67,51.8,-22.44,"1 000 - 5 000",0.42,0.58,"> 1 000",0.13,0.82,47208.8,5477,7.5
"877","Чувашская Республика","Январь","Квартал 1",59,51.2,13.08,"1 000 - 5 000",0.22,0.78,"500 - 1 000",0.35,0.64,28807.1,2626,4.6
"878","Чувашская Республика","Февраль","Квартал 1",64,47.4,20.87,"1 000 - 5 000",0.21,0.79,"500 - 1 000",0.32,0.67,29268.2,2626,4.6
"879","Чувашская Республика","Март","Квартал 1",64,48.1,-5.61,"1 000 - 5 000",0.2,0.8,"500 - 1 000",0.34,0.65,30823.9,2626,4.6
"880","Чувашская Республика","Апрель","Квартал 2",43,49.8,-53.34,"500 - 1 000",0.38,0.62,"100 - 500",0.26,0.71,29994.3,2831,7.5
"881","Чувашская Республика","Май","Квартал 2",51,49.6,-50.28,"1 000 - 5 000",0.31,0.69,"500 - 1 000",0.52,0.47,31916.5,2831,7.5
"882","Чувашская Республика","Июнь","Квартал 2",63.5,47.8,-11.97,"1 000 - 5 000",0.26,0.74,"500 - 1 000",0.55,0.43,31789.3,2831,7.5
"883","Чувашская Республика","Июль","Квартал 3",69,47.6,-2.41,"1 000 - 5 000",0.3,0.7,"> 1 000",0.5,0.48,31131.1,2936,6.1
"884","Чувашская Республика","Август","Квартал 3",68,49.2,8.61,"1 000 - 5 000",0.32,0.68,"> 1 000",0.48,0.5,31331.5,2936,6.1
"885","Чувашская Республика","Сентябрь","Квартал 3",73.5,48.7,0.38,"1 000 - 5 000",0.29,0.71,"> 1 000",0.39,0.59,32100.6,2936,6.1
"886","Чувашская Республика","Октябрь","Квартал 4",70,50.6,-14.08,"1 000 - 5 000",0.31,0.69,"> 1 000",0.4,0.58,32846.3,3109,6.1
